STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/09/2007,0.01,",,0,0700",0,"P,,0,",0,"P,,0,",69,",,0",56,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/09/2007,0.02,",,0,0700",0,"P,,0,",0,"P,,0,",73,",,0",50,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",67,",,0",44,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",71,",,0",48,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/09/2007,0.47,",,0,0700",0,"P,,0,",0,"P,,0,",71,",,0",51,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",60,",,0",41,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",60,",,0",37,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",65,",,0",40,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",70,",,0",45,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",76,",,0",51,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",78,",,0",53,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",81,",,0",57,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",84,",,0",43,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",70,",,0",40,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",81,",,0",45,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",88,",,0",61,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/09/2007,0.28,",,0,0700",0,"P,,0,",0,"P,,0,",85,",,0",64,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/09/2007,0.44,",,0,0700",0,"P,,0,",0,"P,,0,",79,",,0",54,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/09/2007,0.33,",,0,0700",0,"P,,0,",0,"P,,0,",65,",,0",53,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/09/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",65,",,0",42,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",70,",,0",46,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",72,",,0",55,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/10/2007,0,"T,,0,0700",0,"P,,0,",0,"P,,0,",65,",,0",57,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",76,",,0",55,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",78,",,0",54,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",84,",,0",57,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/10/2007,0.11,",,0,0700",0,"P,,0,",0,"P,,0,",83,",,0",62,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/10/2007,0.01,",,0,0700",0,"P,,0,",0,"P,,0,",65,",,0",56,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/10/2007,0,"T,,0,0700",0,"P,,0,",0,"P,,0,",83,",,0",61,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/10/2007,0.25,",,0,0700",0,"P,,0,",0,"P,,0,",80,",,0",51,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/10/2007,0.01,",,0,0700",0,"P,,0,",0,"P,,0,",72,",,0",49,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/10/2007,0.87,",,0,0700",0,"P,,0,",0,"P,,0,",51,",,0",44,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/10/2007,0.01,",,0,0700",0,"P,,0,",0,"P,,0,",48,",,0",33,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/10/2007,0.02,",,0,0700",0,"P,,0,",0,"P,,0,",57,",,0",36,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/10/2007,0.03,",,0,0700",0,"P,,0,",0,"P,,0,",52,",,0",45,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/10/2007,0,"T,,0,0700",0,"P,,0,",0,"P,,0,",56,",,0",40,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/10/2007,0.07,",,0,0700",0,"P,,0,",0,"P,,0,",62,",,0",41,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/10/2007,0.01,",,0,0700",0,"P,,0,",0,"P,,0,",73,",,0",53,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/10/2007,0,"T,,0,0700",0,"P,,0,",0,"P,,0,",72,",,0",53,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/10/2007,0.52,",,0,0700",0,"P,,0,",0,"P,,0,",71,",,0",57,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/10/2007,0.02,",,0,0700",0,"P,,0,",0,"P,,0,",62,",,0",41,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",75,",,0",47,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/10/2007,0.31,",,0,0700",0,"P,,0,",0,"P,,0,",78,",,0",55,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/10/2007,0.7,",,0,0700",0,"P,,0,",0,"P,,0,",67,",,0",47,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/10/2007,0,"T,,0,0700",0,"P,,0,",0,"P,,0,",57,",,0",35,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",60,",,0",35,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/10/2007,0.34,",,0,0700",0,"P,,0,",0,"P,,0,",57,",,0",44,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/10/2007,0.1,",,0,0700",0,"P,,0,",0,"P,,0,",63,",,0",40,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",48,",,0",27,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",50,",,0",29,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/10/2007,0,",,0,0700",0,"P,,0,",0,"P,,0,",61,",,0",31,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/11/2007,0.05,",,0,0700",0,",,0,",0,",,0,",67,",,0",45,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/11/2007,0,",,0,0700",0,",,0,",0,",,0,",55,",,0",29,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/11/2007,0,",,0,0700",0,",,0,",0,",,0,",56,",,0",24,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/11/2007,0.01,",,0,0700",0,",,0,",0,",,0,",51,",,0",24,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/11/2007,0,",,0,0700",0,",,0,",0,",,0,",50,",,0",31,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/11/2007,0.25,",,0,0700",0,",,0,",0,",,0,",52,",,0",36,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/11/2007,0.01,",,0,0700",0,",,0,",0,",,0,",46,",,0",36,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/11/2007,0,",,0,0700",0,",,0,",0,",,0,",40,",,0",21,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/11/2007,0,",,0,0700",0,",,0,",0,",,0,",41,",,0",28,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/11/2007,0.04,",,0,0700",0,",,0,",0,",,0,",41,",,0",32,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/11/2007,0,",,0,0700",0,",,0,",0,",,0,",39,",,0",20,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/11/2007,0.01,",,0,0700",0,",,0,",0,",,0,",46,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/11/2007,0.05,",,0,0700",0,",,0,",0,",,0,",51,",,0",38,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/11/2007,0,",,0,0700",0,",,0,",0,",,0,",54,",,0",33,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/11/2007,0.89,",,0,0700",0,",,0,",0,",,0,",58,",,0",38,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/11/2007,0.92,",,0,0700",0.7,",,0,",1,",,0,",45,",,0",32,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/11/2007,0,",,0,0700",0,",,0,",0,"T,,0,",34,",,0",29,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/11/2007,0,",,0,0700",0,",,0,",0,"T,,0,",36,",,0",29,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/11/2007,0.09,",,0,0700",0.5,",,0,",1,",,0,",40,",,0",28,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/11/2007,0.34,",,0,0700",0,",,0,",0,",,0,",40,",,0",32,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/11/2007,0,"T,,0,0700",0,",,0,",0,",,0,",48,",,0",39,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/11/2007,0.03,",,0,0700",0,",,0,",0,",,0,",64,",,0",38,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/11/2007,0.03,",,0,0700",0,"T,,0,",0,"T,,0,",41,",,0",23,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/11/2007,0,",,0,0700",0,",,0,",0,",,0,",29,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/11/2007,0,",,0,0700",0,",,0,",0,",,0,",33,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/11/2007,0.19,",,0,0700",0,",,0,",0,",,0,",45,",,0",29,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/11/2007,1.23,",,0,0700",0,",,0,",0,",,0,",48,",,0",37,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/11/2007,0.01,",,0,0700",0,"T,,0,",0,"T,,0,",44,",,0",28,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/11/2007,0,",,0,0700",0,",,0,",0,",,0,",38,",,0",28,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/11/2007,0,",,0,0700",0,",,0,",0,",,0,",50,",,0",19,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/12/2007,0.01,",,0,0700",0.1,",,0,",0,"T,,0,",40,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/12/2007,0.24,",,0,0700",4.2,",,0,",5,",,0,",22,",,0",14,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/12/2007,0.47,",,0,0700",0,",,0,",3,",,0,",40,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/12/2007,0.09,",,0,0700",2.3,",,0,",4,",,0,",39,",,0",20,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/12/2007,0.01,",,0,0700",0.4,",,0,",4,",,0,",26,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/12/2007,0.05,",,0,0700",1.4,",,0,",6,",,0,",23,",,0",6,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/12/2007,0,",,0,0700",0,",,0,",6,",,0,",27,",,0",11,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/12/2007,0,",,0,0700",0,",,0,",4,",,0,",33,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/12/2007,0,",,0,0700",0,",,0,",4,",,0,",34,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/12/2007,0.14,",,0,0700",0,",,0,",4,",,0,",31,",,0",25,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/12/2007,0,",,0,0700",0,",,0,",3,",,0,",31,",,0",24,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/12/2007,0.73,",,0,0700",0.9,",,0,",1,",,0,",41,",,0",24,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/12/2007,0,"T,,0,0700",0,"T,,0,",1,",,0,",35,",,0",27,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/12/2007,0.35,",,0,0700",4.5,",,0,",5,",,0,",36,",,0",27,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/12/2007,0.01,",,0,0700",0.1,",,0,",5,",,0,",35,",,0",8,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/12/2007,0.4,",,0,0700",1.5,",,0,",6,",,0,",28,",,0",10,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/12/2007,0.23,",,0,0700",2.3,",,0,",7,",,0,",33,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/12/2007,0,",,0,0700",0,",,0,",7,",,0,",26,",,0",19,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/12/2007,0,",,0,0700",0,",,0,",6,",,0,",36,",,0",20,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/12/2007,0,"T,,0,0700",0,"T,,0,",6,",,0,",35,",,0",30,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/12/2007,0,",,0,0700",0,",,0,",6,",,0,",34,",,0",14,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/12/2007,0,"T,,0,0700",0,",,0,",6,",,0,",35,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/12/2007,0,",,0,0700",0,",,0,",4,",,0,",44,",,0",33,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/12/2007,0.54,",,0,0700",0,",,0,",0,",,0,",55,",,0",29,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/12/2007,0,",,0,0700",0,",,0,",0,",,0,",33,",,0",30,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/12/2007,0,",,0,0700",0,",,0,",0,",,0,",33,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/12/2007,0,",,0,0700",0,",,0,",0,",,0,",41,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/12/2007,0.04,",,0,0700",0,",,0,",0,",,0,",40,",,0",30,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/12/2007,0.08,",,0,0700",0,",,0,",0,",,0,",43,",,0",30,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/12/2007,0,",,0,0700",0,",,0,",0,",,0,",43,",,0",31,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/12/2007,0.24,",,0,0700",3.6,",,0,",4,",,0,",35,",,0",29,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/01/2008,0.02,",,0,0700",0.6,",,0,",4,",,0,",34,",,0",25,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/01/2008,0.09,",,0,0700",2.4,",,0,",5,",,0,",39,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/01/2008,0.04,",,0,0700",1.1,",,0,",6,",,0,",16,",,0",1,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/01/2008,0,"T,,0,0700",0.2,",,0,",5,",,0,",15,",,0",1,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/01/2008,0,",,0,0700",0,",,0,",5,",,0,",29,",,0",14,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/01/2008,0.11,",,0,0700",0,",,0,",3,",,0,",38,",,0",21,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/01/2008,0,"T,,0,0700",0,",,0,",0,",,0,",49,",,0",37,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/01/2008,0,",,0,0700",0,",,0,",0,",,0,",63,",,0",48,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/01/2008,0,"T,,0,0700",0,",,0,",0,",,0,",66,",,0",55,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/01/2008,0,",,0,0700",0,",,0,",0,",,0,",56,",,0",26,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/01/2008,0.11,",,0,0700",0,",,0,",0,",,0,",42,",,0",26,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/01/2008,0.1,",,0,0700",0,",,0,",0,",,0,",48,",,0",36,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/01/2008,0,",,0,0700",0,",,0,",0,",,0,",40,",,0",23,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/01/2008,0.02,",,0,0700",0,",,0,",0,",,0,",40,",,0",25,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/01/2008,0.11,",,0,0700",0.5,",,0,",1,",,0,",36,",,0",27,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/01/2008,0.11,",,0,0700",1.7,",,0,",2,",,0,",29,",,0",24,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/01/2008,0,"T,,0,0700",0,"T,,0,",2,",,0,",29,",,0",17,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/01/2008,0.01,",,0,0700",0.2,",,0,",2,",,0,",35,",,0",24,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/01/2008,0,",,0,0700",0,",,0,",2,",,0,",37,",,0",11,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/01/2008,0,"T,,0,0700",0,"T,,0,",0,"T,,0,",30,",,0",8,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/01/2008,0,",,0,0700",0,",,0,",0,"T,,0,",17,",,0",7,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/01/2008,0,",,0,0700",0,",,0,",0,"T,,0,",22,",,0",7,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/01/2008,0,"T,,0,0700",0,",,0,",0,"T,,0,",32,",,0",13,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/01/2008,0,",,0,0700",0,",,0,",0,"T,,0,",25,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/01/2008,0,"T,,0,0700",0,"T,,0,",0,"T,,0,",25,",,0",15,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/01/2008,0,",,0,0700",0,",,0,",0,"T,,0,",28,",,0",11,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/01/2008,0,"T,,0,0700",0.2,",,0,",0,"T,,0,",25,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/01/2008,0,",,0,0700",0,",,0,",0,"T,,0,",29,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/01/2008,0,"T,,0,0700",0,",,0,",0,"T,,0,",33,",,0",20,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/01/2008,0.12,",,0,0700",0,",,0,",0,",,0,",43,",,0",31,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/01/2008,0,",,0,0700",0,",,0,",0,",,0,",41,",,0",15,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/03/2008,0.07,",,0,0700",1.8,",,0,",7,",,0,",31,",,0",-5,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/03/2008,0.03,",,0,0700",0.8,",,0,",7,",,0,",34,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/03/2008,0.02,",,0,0700",0,",,0,",7,",,0,",39,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/03/2008,0.24,",,0,0700",0.4,",,0,",0,"T,,0,",56,",,0",32,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/03/2008,1.18,",,0,0700",1.1,",,0,",2,",,0,",32,",,0",29,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/03/2008,0.05,",,0,0700",0,"T,,0,",2,",,0,",33,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/03/2008,0,",,0,0700",0,",,0,",0,"T,,0,",42,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/03/2008,0.68,",,0,0700",1.5,",,0,",2,",,0,",46,",,0",27,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/03/2008,1.04,",,0,0700",0.4,",,0,",2,",,0,",31,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/03/2008,0,",,0,0700",0,",,0,",2,",,0,",28,",,0",14,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/03/2008,0,",,0,0700",0,",,0,",0,"T,,0,",30,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/03/2008,0.03,",,0,0700",0.6,",,0,",1,",,0,",39,",,0",20,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/03/2008,0.02,",,0,0700",0,",,0,",0,",,0,",34,",,0",15,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/03/2008,0,",,0,0700",0,",,0,",0,",,0,",47,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/03/2008,0.34,",,0,0700",0,",,0,",0,",,0,",46,",,0",31,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/03/2008,0,",,0,0700",0,",,0,",0,",,0,",47,",,0",30,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/03/2008,0.02,",,0,0700",0,"T,,0,",0,"T,,0,",32,",,0",20,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/03/2008,0,",,0,0700",0,",,0,",0,",,0,",35,",,0",19,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/03/2008,0.11,",,0,0700",0,",,0,",0,",,0,",44,",,0",30,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/03/2008,0.75,",,0,0700",0,"T,,0,",0,"T,,0,",45,",,0",32,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/03/2008,0.04,",,0,0700",0.2,",,0,",0,"T,,0,",36,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/03/2008,0,",,0,0700",0,",,0,",0,",,0,",33,",,0",21,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/03/2008,0,",,0,0700",0,",,0,",0,",,0,",34,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/03/2008,0,",,0,0700",0,",,0,",0,",,0,",35,",,0",16,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/03/2008,0,",,0,0700",0,",,0,",0,",,0,",36,",,0",14,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/03/2008,0.02,",,0,0700",0,",,0,",0,",,0,",45,",,0",18,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/03/2008,0,",,0,0700",0,",,0,",0,",,0,",49,",,0",26,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/03/2008,0.69,",,0,0700",3,",,0,",3,",,0,",43,",,0",31,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/03/2008,0.03,",,0,0700",0.2,",,0,",3,",,0,",33,",,0",20,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/03/2008,0,",,0,0700",0,",,0,",3,",,0,",30,",,0",11,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/03/2008,0.02,",,0,0700",0,",,0,",1,",,0,",47,",,0",15,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/04/2008,0.28,",,0,0700",0,",,0,",0,",,0,",55,",,0",36,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/04/2008,0.05,",,0,0700",0,",,0,",0,",,0,",69,",,0",28,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/04/2008,0,",,0,0700",0,",,0,",0,",,0,",38,",,0",19,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/04/2008,0.11,",,0,0700",0,",,0,",0,",,0,",52,",,0",22,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/04/2008,0.19,",,0,0700",0,",,0,",0,",,0,",46,",,0",34,",,0",,
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/04/2008,0,",,0,0700",0,",,0,",0,",,0,",50,",,0",29,",,0",,
