STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00303050,"FREEVILLE 1 NE, NY US",28/10/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/10/1995,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/10/1995,,,,0.12,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",31/10/1995,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/11/1995,,,,0.04,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/11/1995,,,,0.07,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/11/1995,,,,0.12,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/11/1995,,,,0.15,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/11/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/11/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/11/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/11/1995,,,,0.33,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/11/1995,,,,0,1,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/11/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/11/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/11/1995,,,,1.05,1,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/11/1995,,,,0.05,1.5,3,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/11/1995,,,,0.09,1.5,5,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/11/1995,,,,0.92,8,11,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/11/1995,,,,0.1,3,12,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/11/1995,,,,0,0,12,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/11/1995,,,,0,0.5,9,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/11/1995,,,,0.06,0,8,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/11/1995,,,,0,0,6,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/11/1995,,,,0,0,5,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/11/1995,,,,0.09,2,6,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/11/1995,,,,0,0.5,7,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/11/1995,,,,0,0.5,7,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/11/1995,,,,0,0,7,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/11/1995,,,,0,0,7,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/11/1995,,,,0.03,0,6,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/11/1995,,,,0,0,3,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/11/1995,,,,0,0.5,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/11/1995,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/12/1995,,,,0.27,3,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/12/1995,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/12/1995,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/12/1995,,,,0.09,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/12/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/12/1995,,,,0.04,1,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/12/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/12/1995,,,,0.03,1,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/12/1995,,,,0.02,0.5,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/12/1995,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/12/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/12/1995,,,,0,1,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/12/1995,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/12/1995,,,,0.15,2,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/12/1995,,,,0.51,2,3,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/12/1995,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/12/1995,,,,0.02,1,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/12/1995,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/12/1995,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/12/1995,,,,0.45,10,12,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/12/1995,,,,0.07,3,15,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/12/1995,,,,0.05,2,15,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/12/1995,,,,1.05,1.5,17,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/12/1995,,,,0.03,0.5,17,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/12/1995,,,,0.05,1,18,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/12/1995,,,,0.07,1.5,19,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/12/1995,,,,0.02,0.5,19,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/12/1995,,,,0,1,19,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/12/1995,,,,0,0,19,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/12/1995,,,,0,0,19,,,
USC00303050,"FREEVILLE 1 NE, NY US",31/12/1995,,,,0,0,19,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/01/1996,,,,0,0,15,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/01/1996,,,,0.09,2,15,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/01/1996,,,,0.69,11,26,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/01/1996,,,,0.07,2,28,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/01/1996,,,,0,0,28,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/01/1996,,,,0.02,0,28,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/01/1996,,,,0,0,28,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/01/1996,,,,0,0,28,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/01/1996,,,,0,0,28,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/01/1996,,,,0.19,2.5,30,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/01/1996,,,,0.04,2,32,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/01/1996,,,,0,0,32,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/01/1996,,,,0.07,1,33,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/01/1996,,,,0.01,0,33,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/01/1996,,,,0,0,30,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/01/1996,,,,0,0,30,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/01/1996,,,,0,0,25,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/01/1996,,,,0,0,15,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/01/1996,,,,0.04,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/01/1996,,,,1.67,1,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/01/1996,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/01/1996,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/01/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/01/1996,,,,0.21,2,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/01/1996,,,,0.13,1,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/01/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/01/1996,,,,0.22,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/01/1996,,,,0.12,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/01/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/01/1996,,,,0,0.5,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",31/01/1996,,,,0,1,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/02/1996,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/02/1996,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/02/1996,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/02/1996,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/02/1996,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/02/1996,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/02/1996,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/02/1996,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/02/1996,,,,0.2,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/02/1996,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/02/1996,,,,0.1,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/02/1996,,,,0.09,1.5,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/02/1996,,,,0.02,1,3,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/02/1996,,,,0.06,2,4,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/02/1996,,,,0,0,4,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/02/1996,,,,0,0,4,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/02/1996,,,,0.01,0.5,5,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/02/1996,,,,0.02,1,5,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/02/1996,,,,0,0,5,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/02/1996,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/02/1996,,,,0.33,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/02/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/02/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/02/1996,,,,0.28,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/02/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/02/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/02/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/02/1996,,,,0.33,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/02/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/03/1996,,,,0.01,0.5,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/03/1996,,,,0.15,2.5,3,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/03/1996,,,,0.26,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/03/1996,,,,0.18,1.5,3,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/03/1996,,,,0.23,4,7,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/03/1996,,,,0.02,0.3,7,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/03/1996,,,,0,0,7,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/03/1996,,,,0,0,7,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/03/1996,,,,0,0,5,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/03/1996,,,,0,0,3,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/03/1996,,,,0,0,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/03/1996,,,,0.28,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/03/1996,,,,0.13,2,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/03/1996,,,,0.09,1.5,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/03/1996,,,,0.06,2,4,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/03/1996,,,,0,0,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/03/1996,,,,0.12,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/03/1996,,,,0.03,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",31/03/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/04/1996,,,,0.09,1,1,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/04/1996,,,,0.19,2,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/04/1996,,,,0.21,2,2,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/04/1996,,,,0.28,2,3,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/04/1996,,,,0.03,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/04/1996,,,,0.74,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/04/1996,,,,0.52,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/04/1996,,,,0.34,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/04/1996,,,,0.11,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/04/1996,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/04/1996,,,,0.63,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/04/1996,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/04/1996,,,,0.31,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/04/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/04/1996,,,,0.42,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/05/1996,,,,0.7,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/05/1996,,,,0.17,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/05/1996,,,,0.31,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/05/1996,,,,0.18,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/05/1996,,,,0.05,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/05/1996,,,,0.16,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/05/1996,,,,0.42,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/05/1996,,,,1.85,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/05/1996,,,,1.2,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/05/1996,,,,0.22,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/05/1996,,,,0.38,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/05/1996,,,,0.16,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",31/05/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/06/1996,,,,0.03,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/06/1996,,,,0.1,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/06/1996,,,,0.56,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/06/1996,,,,0.44,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/06/1996,,,,0.54,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/06/1996,,,,0.1,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/06/1996,,,,0.03,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/06/1996,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/06/1996,,,,0.04,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/06/1996,,,,0.51,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/06/1996,,,,0.18,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/06/1996,,,,0.21,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/06/1996,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/06/1996,,,,0.49,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/06/1996,,,,0.16,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/06/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/06/1996,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/06/1996,,,,0.81,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/07/1996,,,,0.35,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/07/1996,,,,0.5,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/07/1996,,,,0.05,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/07/1996,,,,0.07,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/07/1996,,,,0.31,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/07/1996,,,,0.34,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/07/1996,,,,1.29,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/07/1996,,,,0.04,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/07/1996,,,,0.21,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/07/1996,,,,0.6,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/07/1996,,,,0.22,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/07/1996,,,,0.03,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/07/1996,,,,0.02,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/07/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/07/1996,,,,0.16,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",31/07/1996,,,,0.04,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/08/1996,,,,1.03,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/08/1996,,,,0.04,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",8/08/1996,,,,0.03,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",9/08/1996,,,,2.08,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",10/08/1996,,,,0.06,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",11/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",12/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",13/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",14/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",15/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",16/08/1996,,,,0.83,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",17/08/1996,,,,0.1,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",18/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",19/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",20/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",21/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",22/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",23/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",24/08/1996,,,,0.09,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",25/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",26/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",27/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",28/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",29/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",30/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",31/08/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",1/09/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",2/09/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",3/09/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",4/09/1996,,,,0,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",5/09/1996,,,,0.1,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",6/09/1996,,,,0.04,0,0,,,
USC00303050,"FREEVILLE 1 NE, NY US",7/09/1996,,,,0.21,0,0,,,
